timestamp,cpu_percent,memory_percent,net_bytes_sent,net_bytes_recv,disk_io_percent,num_threads,current_requests,queue_length,task_size_bytes,task_priority,task_type_encoded,deadline_ms,vm_cpu,avg_cpu,avg_mem,avg_cpi,latency_ms,pod_id,pod_name
2023-01-01 00:00:00,16.126976521322472,87.13895543842837,27.657513176808816,34.88905126976521,4.08672735984667,98,2,2,846949.0,1,2,4000,0.4118116514711832,0.4416155843647663,0.332384265123427,148.61760667191493,27367.21300910128,1,edge-node2
2023-01-01 00:05:00,18.466110019646365,86.85805500982319,27.67293222003929,34.91289292730845,4.193025540275049,87,0,0,558666.0,0,1,1500,0.7298768675842431,0.4331291456739953,0.3267033332066497,148.20622256465344,16640.88516379808,0,edge-node1
2023-01-01 00:10:00,30.82252388134741,89.98843640020111,27.658255404725992,34.93012066365007,5.992458521870287,52,2,5,227413.0,0,0,500,0.6076663731928809,0.4113634119105891,0.3234448889340802,146.5902436980596,5114.814334403788,2,edge-node3
2023-01-01 00:15:00,24.656326932545543,86.82373215164944,27.6681388478582,34.950142786804534,4.225997045790251,109,2,9,911521.0,0,2,4000,0.4933699541924655,0.4080454185167151,0.3270512411916694,147.0946616598521,23522.571498231297,0,edge-node1
2023-01-01 00:20:00,30.1752427184466,89.12621359223301,27.727184466019416,34.994995145631066,5.046601941747573,62,1,0,391273.0,1,1,1500,0.5042486255696542,0.4168118711883127,0.3336677940626482,149.08209455966127,8564.378801935105,1,edge-node2
2023-01-01 00:25:00,26.753861003861005,88.98600386100387,27.66719111969112,34.943933397683395,3.7963320463320462,11,2,10,295460.0,1,0,500,0.2187392904449784,0.4114690532612257,0.3344932817592017,150.7852895985633,7666.889914952764,0,edge-node1
2023-01-01 00:30:00,28.384649910233392,89.62971274685817,27.701754937163376,34.966458707360864,3.881508078994614,148,2,1,1077966.0,1,3,2000,1.0095745269111087,0.4212163233336636,0.3355708625714983,150.4608626709421,24941.72796551556,1,edge-node2
2023-01-01 00:35:00,24.05501618122977,85.70226537216828,27.655376791493296,34.92552473416551,3.6486361534905214,82,0,2,39579.0,0,0,500,1.4142316324666566,0.4193632940000891,0.3331218649618382,149.15359951799095,1125.7538532579756,2,edge-node3
2023-01-01 00:40:00,23.00754361150401,85.26968411126828,27.62986798679868,34.89159830268741,3.7463460631777465,79,3,3,927794.0,0,2,4000,1.3646637508969122,0.4371932534787153,0.3325772107298093,148.82803195963567,24642.044561464667,1,edge-node2
2023-01-01 00:45:00,24.27005347593583,86.03520499108734,27.588547237076646,34.85072192513369,6.390374331550802,82,3,4,95117.0,1,0,500,1.0526112805073042,0.4365900130546631,0.3333073378935337,148.81083254269245,2726.216773089971,0,edge-node1
2023-01-01 00:50:00,26.919127086007705,86.76636713735559,27.50197047496791,34.76743260590501,5.72785622593068,25,2,4,786214.0,0,2,4000,0.5152631044397251,0.4297287562972089,0.3374339920461867,148.33500287953262,19070.432133521037,1,edge-node2
2023-01-01 00:55:00,19.28789420142421,85.65615462868769,27.493448626653105,34.700788402848424,3.314343845371312,112,2,10,1246027.0,1,3,2000,0.5223454711849723,0.4248711232737619,0.3420230003197573,147.35678166294795,36982.2366716893,1,edge-node2
2023-01-01 01:00:00,18.782229965156795,87.61498257839722,27.56684668989547,34.82201655052265,3.323170731707317,101,3,1,1105292.0,0,3,2000,0.6883020663250724,0.4204086362564914,0.3385442203078127,147.13487762005255,32781.42757280885,1,edge-node2
2023-01-01 01:05:00,26.03927911275416,90.22597042513864,27.506783733826246,34.76461182994454,3.878927911275416,81,4,6,350009.0,1,0,500,0.6680735934472918,0.4066144932627573,0.3372353548567211,147.19446732886914,8874.195502619217,2,edge-node3
2023-01-01 01:10:00,20.733182844243792,86.54627539503386,27.670121896162527,34.91886230248307,3.496162528216704,84,1,4,534814.0,1,1,1500,0.6089186660625823,0.4090215927607657,0.3377864138605619,146.97900385628105,15251.747085979032,0,edge-node1
2023-01-01 01:15:00,16.826366559485532,84.9375287092329,27.688690858980248,34.92891134588884,3.5291685806155257,91,4,6,369597.0,1,0,500,1.079618002819691,0.4094430933071726,0.337838181521392,147.33202678604846,12029.606380244906,2,edge-node3
2023-01-01 01:20:00,41.89963167587477,91.17771639042356,27.66950276243094,34.92110497237569,5.976979742173112,16,4,9,635783.0,1,1,1500,0.9035409296696516,0.4076724734054104,0.336434689917352,146.88526145364872,11822.518675881967,1,edge-node2
2023-01-01 01:25:00,33.277834008097166,83.36285425101215,27.693780364372472,34.968532388663974,5.946862348178137,105,0,6,156222.0,1,0,500,0.3530311958219856,0.4123568741040113,0.3372427169061524,147.16133935349794,3595.523969875782,0,edge-node1
2023-01-01 01:30:00,33.880070546737215,83.9620811287478,27.66261463844797,34.93266754850088,5.1168430335097,33,1,4,1178246.0,1,3,2000,0.8434363043008618,0.4179233141449899,0.3353248573370473,147.24121951453247,24330.39738622164,0,edge-node1
2023-01-01 01:35:00,34.93032603841,84.71237159446181,27.63164805716838,34.90223313979455,4.905314872711032,46,3,1,891189.0,0,2,4000,0.9926279895436838,0.4074140840173267,0.335076265531264,146.1048788608952,17857.851229986532,0,edge-node1
2023-01-01 01:40:00,27.779255319148938,82.17375886524823,27.701347517730497,34.944370567375884,4.87854609929078,29,4,11,540946.0,1,1,1500,0.6437509772465297,0.4131184470042971,0.3362759610968008,145.9058898330634,13255.339653735791,0,edge-node1
2023-01-01 01:45:00,29.945489628557645,82.25084418716835,27.64652677279305,34.87211287988423,5.6647370959961405,40,0,0,725799.0,1,2,4000,1.181175370131198,0.4124137136015191,0.3367193561121204,145.72472197602718,16156.728936880449,1,edge-node2
2023-01-01 01:50:00,27.870821295914155,84.58893933140735,27.76401568303756,35.03648782501032,4.372678497730087,13,0,3,127812.0,1,0,500,0.3639180994816861,0.4149978218154676,0.3363325128226028,144.76093771487012,3150.875749438153,0,edge-node1
2023-01-01 01:55:00,28.059389376829778,83.56001672940192,27.830970305311588,35.12426599749059,4.162275198661648,29,4,11,482758.0,0,1,1500,0.9038770722182938,0.411967675950347,0.3357138471095984,144.3667143647661,11904.917968333852,1,edge-node2
2023-01-01 02:00:00,24.968697829716195,83.77754590984975,27.79606844741236,35.08494156928214,5.205759599332221,62,1,1,868464.0,1,2,4000,0.3383132911328134,0.4262260137168271,0.3349115861301618,144.0774867727972,21778.238853900584,0,edge-node1
2023-01-01 02:05:00,29.967560553633216,84.38970588235294,27.78567474048443,35.07533737024221,4.842993079584775,117,1,0,1058155.0,0,3,2000,1.121555103796125,0.4071672871726078,0.3325258703969408,143.5461210433205,23506.314261367672,2,edge-node3
2023-01-01 02:10:00,25.70418410041841,84.32970711297071,27.733598326359832,35.01842259414226,5.561087866108787,139,2,9,413331.0,0,1,1500,0.723737237335218,0.3873571449317443,0.3276830514689071,141.63324564588083,10704.865896082516,2,edge-node3
2023-01-01 02:15:00,32.27849185946872,85.40274207369323,27.733131962296486,35.04187660668381,4.69280205655527,142,1,11,1169190.0,0,3,2000,1.0550922967291876,0.3736667522967253,0.3235786423776737,141.82030547678303,25294.887159336315,1,edge-node2
2023-01-01 02:20:00,30.994342906875545,82.03089643167972,27.759429939077457,35.06987815491732,5.862489120974761,105,1,6,363081.0,1,1,1500,1.311393731193411,0.3836557404316985,0.3262066897165109,144.96323416028835,8327.593306528113,0,edge-node1
2023-01-01 02:25:00,25.661977658254035,81.75341332230037,27.656868018204385,34.934989656599086,9.586263963591229,149,4,9,999361.0,0,3,2000,1.170173500822392,0.3927341252033752,0.3239484115512519,149.54027945995315,25116.52757187589,2,edge-node3
2023-01-01 02:30:00,26.59476054031928,81.22267703643062,27.80754809660253,35.08999181334425,4.538681948424069,122,4,1,1044183.0,0,3,2000,0.9116437083760855,0.3946014258193562,0.3260747650362639,150.56791276751457,25198.735433290796,1,edge-node2
2023-01-01 02:35:00,27.27529021558872,81.42039800995025,27.830638474295192,35.12934494195688,4.514925373134329,18,3,9,367620.0,0,0,500,0.7411773319101516,0.390859413647326,0.3280455447193955,149.41122447353422,9257.04715948283,2,edge-node3
2023-01-01 02:40:00,25.59851138353765,81.42556917688266,27.84299912434325,35.17005253940455,6.915061295971979,50,4,7,712863.0,1,2,4000,0.5589571041268785,0.4061683886797851,0.3300350089717764,149.64645809009974,17995.077943901157,2,edge-node3
2023-01-01 02:45:00,25.4783950617284,81.78034979423869,27.84227366255144,35.182109053497946,4.776748971193416,67,0,2,776628.0,1,2,4000,0.843859294852353,0.4057880687073027,0.3329759056482072,149.37103584116414,19230.919262433163,0,edge-node1
2023-01-01 02:50:00,28.77563025210084,80.23361344537815,27.842613445378152,35.15096638655462,4.020168067226891,69,2,1,693650.0,0,2,4000,0.2788803777942502,0.4141178057035604,0.3335666590433584,148.13172160179076,15913.756009657798,2,edge-node3
2023-01-01 02:55:00,24.79253112033195,81.8210580912863,27.839133817427385,35.16419087136929,3.798236514522821,54,4,0,394429.0,0,0,500,0.3593650696716879,0.4211188486701395,0.3306847504464434,147.45984650954983,9915.058171962652,0,edge-node1
2023-01-01 03:00:00,25.983185427370387,82.19663708547408,27.817781410555817,35.10609528257823,4.023353573096684,75,2,8,781529.0,1,2,4000,1.2389697409653169,0.4015305976775593,0.3258882751368768,146.6610602086642,19596.779178701043,2,edge-node3
2023-01-01 03:05:00,31.939393939393938,85.51270772238514,27.815596285435,35.090092864125126,6.470185728250244,99,2,1,347093.0,1,0,500,1.322779013717475,0.396507672015537,0.3254317615800067,146.69737786345823,7469.392454028585,2,edge-node3
2023-01-01 03:10:00,28.88357256778309,84.05741626794259,27.807799043062204,35.090079744816585,4.292663476874004,62,3,9,597465.0,0,1,1500,1.123535705017633,0.3997065243584404,0.3200735930243555,146.4013363782856,14119.236944377011,0,edge-node1
2023-01-01 03:15:00,24.855703160787908,81.52313330279432,27.78828218048557,35.09628950984883,5.0728355474118185,115,0,7,1053016.0,1,3,2000,0.5339541250930879,0.3774909407685418,0.3209400913600017,147.56785138589547,26831.801505100582,2,edge-node3
2023-01-01 03:20:00,23.320770877944327,81.57044967880086,27.909297644539613,35.197798715203426,7.720770877944325,64,0,5,1026020.0,0,3,2000,1.4320922345579563,0.3967945382307079,0.325457910411018,148.7511684026548,27147.08125188429,1,edge-node2
